1.118403491725545074e+01,-1.280656588564766309e+02
2.014410550026440649e+00,-3.451901144802798882e+01
-1.419003948510058599e+01,9.842533192962969224e+01
-1.617524403226954455e+00,2.114705429876484004e+02
-6.403174232204981386e+00,-1.396072786946494375e+02
-1.536441274926430900e+01,-3.622429506104938923e+01
-3.442515164691322838e+01,1.064378795631256480e+02
-3.640083621599749364e+01,2.184165416530519792e+02
-5.620090632255304541e+01,2.201029806060558656e+02
2.423548185669815780e+01,-1.309973113713400892e+02
1.300510794754733013e+01,-3.348015035094008596e+01
-2.709280401762147461e-01,1.052609879669381172e+02
-8.241003377434948263e+00,2.177796189328570620e+02
2.010483473197673376e+01,-2.625095284901626087e+02
4.028097981713672482e+01,-2.504313629229200444e+02
-2.481285049289214584e+01,-4.897366693235003510e+01
1.413442239661203637e+01,-2.628807716206461578e+02
3.179011738987212254e+01,-2.505016276227298988e+02
-1.752465288568324198e+01,-4.850807808408193722e+01
-1.296077357713519973e+02,4.756863443947241166e+01
8.164660947731936957e+00,-2.021572596682151470e+02
-1.744285839787097059e+00,-9.585487489102114012e+01
-2.425476642050404052e+01,4.288016609960830294e+01
-6.203613625484884153e+01,1.550751058015145247e+02
-1.056966624913120789e+01,-2.032925333911911707e+02
-2.661760769611231936e+01,-2.899576124248840259e+01
-9.870016514349311265e+00,-1.934325709714345862e+02
-2.787990957936228398e+01,2.387202765501436286e+00
7.745761621305575773e+00,-1.618604756954592574e+02
-6.753017368549818933e+00,7.744905205288910022e-01
-2.780150057705232669e+01,-1.308202109706186036e+02
-4.726407011652121781e+01,4.941664272090854837e+01
6.191940881798404916e+01,-1.444443556870457996e+02
3.642790204657573128e+01,1.678141685362450630e+01
2.533416222967055731e+01,-1.742338568010379163e+02
1.253858748873577156e+01,-7.661463162131238391e+01
-3.134462477697908867e+00,7.484591012140332111e+01
1.248499302406969491e+01,-1.775097765787764388e+02
2.261141410237039739e+00,-7.746316671650562569e+01
-1.744569807261459360e+01,7.407252064492183763e+01
2.805058162136678135e+01,-1.215619144485785768e+02
3.923400095226869499e+00,5.190267176993112486e+01
-6.352067015135356876e+00,-1.520128979460574499e+02
-2.714368423821789023e+01,7.370681673118261301e+01
8.890669344738314805e+01,-1.796141451888391316e+02
7.854304191571615945e+01,2.221646609488647339e+00
9.129834460764612913e+00,-2.086341276073603694e+02
-1.397633857148907843e+01,1.761971251180147746e+01
3.135235047951489307e+01,-1.240228153093824375e+02
2.172040766528694533e+01,-4.308863197966019243e+01
9.027299789733564950e+00,6.284722785533938350e+01
4.061876610047217895e+01,-1.616572676672603848e+02
4.061238881097083464e+01,-3.005315712679352558e+01
2.054395328318716096e+01,-1.417393190362419375e+02
-2.508634151449119187e+01,1.127281557253190947e+01
-4.305979845103860271e+01,-1.935327586161395459e+02
-6.100724767702502049e+01,-4.198020218402117365e+01
-2.673164971528304790e+01,-1.649695280802914112e+02
-4.409627307412294783e+01,-2.545686818191447820e+00
2.702769744169982058e+00,-1.263906036967006088e+02
-1.888201695404724845e+01,6.845327972721081267e+01
-1.868583953270539411e+01,-1.462812810772533112e+02
-2.719273269412797234e+01,1.708785751524618846e+01
-3.134774106964361984e+00,-9.404609954945343020e+01
-2.679351429510581184e+01,1.298957734087086635e+02
-2.660200191013620241e+01,-1.532869006440402302e+02
-1.671741102659905209e+01,-5.937353378681930849e+01
6.338261164672450043e+00,8.186454783919970168e+01
-7.445453624941073656e+01,-1.469540744633956706e+02
8.174937877061776703e+01,-3.662803905890975642e+01
-9.574360204590460910e+01,6.262444976358248283e+01
5.411800233944435945e+01,2.019131957165618871e+02
4.326970410307443160e+01,-1.407660290195812252e+02
3.056902778917805463e+01,-3.179155992651242002e+01
2.213106772927025645e+01,8.206628048960457988e+01
-8.202014306473877525e+00,-1.514010538663418117e+02
-6.589392201605134503e+00,-5.163911576076021248e+01
-1.682509520620810051e+01,5.939361401551561670e+01
5.449644277592511799e+01,-1.070848727246992382e+02
-3.804443860369374164e+01,8.611808849599387372e+01
-3.839363905991736203e+01,-1.572322944212436937e+02
6.568778993122326426e+01,-4.512046021061545531e+01
6.068754513083396063e+01,7.248735403874607641e+01
-2.357898512746086439e+01,-3.134406091457103827e+01
-3.357682283218979080e+01,6.734657113820243524e+01
2.779138467723493378e+01,-1.359564760021146412e+02
5.044488932982572749e+01,6.505768724762317845e+01
-1.145159865140956725e+02,1.684215536834824150e+02
-3.880598067220130076e+01,-1.263425122987236477e+02
-4.620976552964881989e+01,2.721355336682858450e+01
4.469282736154597480e+00,-9.115777180489656928e+01
-2.666535003413648752e+01,-1.417293300769189841e+02
-3.511492973217860225e+01,2.161921619757611523e+01
2.200007879208138206e+01,-1.199247315568717056e+02
4.960264314582286893e+00,4.141969604237194602e+01
5.071995025420092418e+01,-1.169777033811125762e+02
2.760884859282678150e+01,7.489664038146715086e+01
6.960965158527575625e+01,-1.369641475973423326e+02
9.220740089280447194e+01,1.128836210091006933e+02
-5.563191832928461622e+01,-1.444575657905057540e+02
-6.297486171444333536e+01,-4.136033837452562523e+01
